,EffectiveDt,TransacionCd,GeneralLedgerCd,TransactionAmt,TransactionBalanceAmt,DESCRIPTION_x,DESCRIPTION_y
1107,2007-07-31,455,6032,89.05,-46596.4,Update of Guarantee Principal and Approval Balance,GUARANTY LOANS BKS SHARE
1108,2007-09-30,455,6032,127.22,-46469.1,Update of Guarantee Principal and Approval Balance,GUARANTY LOANS BKS SHARE
1109,2007-10-31,455,6032,91.09,-46378.0,Update of Guarantee Principal and Approval Balance,GUARANTY LOANS BKS SHARE
1110,2007-11-30,455,6032,8.26,-46369.8,Update of Guarantee Principal and Approval Balance,GUARANTY LOANS BKS SHARE
1111,2007-12-31,455,6032,107.43,-46262.4,Update of Guarantee Principal and Approval Balance,GUARANTY LOANS BKS SHARE
1112,2008-01-31,455,6032,73.52,-46188.8,Update of Guarantee Principal and Approval Balance,GUARANTY LOANS BKS SHARE
1113,2008-03-31,455,6032,200.12,-45988.7,Update of Guarantee Principal and Approval Balance,GUARANTY LOANS BKS SHARE
1114,2008-04-30,455,6032,66.68,-45922.0,Update of Guarantee Principal and Approval Balance,GUARANTY LOANS BKS SHARE
1115,2008-06-30,455,6032,237.74,-45684.3,Update of Guarantee Principal and Approval Balance,GUARANTY LOANS BKS SHARE
1116,2008-07-31,455,6032,85.75,-45598.5,Update of Guarantee Principal and Approval Balance,GUARANTY LOANS BKS SHARE
1117,2008-09-30,455,6032,264.02,-45334.5,Update of Guarantee Principal and Approval Balance,GUARANTY LOANS BKS SHARE
1118,2008-10-31,455,6032,55.06,-45279.5,Update of Guarantee Principal and Approval Balance,GUARANTY LOANS BKS SHARE
1119,2008-11-30,455,6032,150.98,-45128.5,Update of Guarantee Principal and Approval Balance,GUARANTY LOANS BKS SHARE
1120,2009-01-31,455,6032,221.23,-44907.2,Update of Guarantee Principal and Approval Balance,GUARANTY LOANS BKS SHARE
1121,2009-03-31,455,6032,289.9,-44617.4,Update of Guarantee Principal and Approval Balance,GUARANTY LOANS BKS SHARE
1122,2009-05-31,455,6032,40.3,-44577.1,Update of Guarantee Principal and Approval Balance,GUARANTY LOANS BKS SHARE
1123,2009-06-30,455,6032,-11108.5,-44433.9,Update of Guarantee Principal and Approval Balance,GUARANTY LOANS BKS SHARE
1124,2009-06-30,455,6032,11251.6,-33325.4,Update of Guarantee Principal and Approval Balance,GUARANTY LOANS BKS SHARE
1125,2009-07-31,455,6032,143.77,-44290.1,Update of Guarantee Principal and Approval Balance,GUARANTY LOANS BKS SHARE
1126,2009-08-31,455,6032,138.01,-44152.1,Update of Guarantee Principal and Approval Balance,GUARANTY LOANS BKS SHARE
1127,2009-10-31,455,6032,265.22,-43886.9,Update of Guarantee Principal and Approval Balance,GUARANTY LOANS BKS SHARE
1128,2009-11-30,455,6032,158.75,-43728.2,Update of Guarantee Principal and Approval Balance,GUARANTY LOANS BKS SHARE
1129,2009-12-31,455,6032,146.81,-43581.4,Update of Guarantee Principal and Approval Balance,GUARANTY LOANS BKS SHARE
1130,2010-01-31,455,6032,128.63,-43452.7,Update of Guarantee Principal and Approval Balance,GUARANTY LOANS BKS SHARE
1131,2010-02-28,455,6032,153.75,-43299.0,Update of Guarantee Principal and Approval Balance,GUARANTY LOANS BKS SHARE
1132,2010-03-31,455,6032,160.62,-43138.4,Update of Guarantee Principal and Approval Balance,GUARANTY LOANS BKS SHARE
1133,2010-04-30,455,6032,130.24,-43008.1,Update of Guarantee Principal and Approval Balance,GUARANTY LOANS BKS SHARE
1134,2010-05-31,455,6032,161.79,-42846.3,Update of Guarantee Principal and Approval Balance,GUARANTY LOANS BKS SHARE
1135,2010-06-30,455,6032,143.95,-42702.4,Update of Guarantee Principal and Approval Balance,GUARANTY LOANS BKS SHARE
1136,2010-07-31,455,6032,138.45,-42563.9,Update of Guarantee Principal and Approval Balance,GUARANTY LOANS BKS SHARE
1137,2010-08-31,455,6032,157.46,-42406.5,Update of Guarantee Principal and Approval Balance,GUARANTY LOANS BKS SHARE
1138,2010-09-30,455,6032,145.91,-42260.6,Update of Guarantee Principal and Approval Balance,GUARANTY LOANS BKS SHARE
1139,2010-10-31,455,6032,207.35,-42053.2,Update of Guarantee Principal and Approval Balance,GUARANTY LOANS BKS SHARE
1140,2010-11-30,455,6032,144.63,-41908.6,Update of Guarantee Principal and Approval Balance,GUARANTY LOANS BKS SHARE
1141,2010-12-31,455,6032,151.3,-41757.3,Update of Guarantee Principal and Approval Balance,GUARANTY LOANS BKS SHARE
1142,2011-01-31,455,6032,133.93,-41623.3,Update of Guarantee Principal and Approval Balance,GUARANTY LOANS BKS SHARE
1143,2011-02-28,455,6032,158.62,-41464.7,Update of Guarantee Principal and Approval Balance,GUARANTY LOANS BKS SHARE
1144,2011-03-31,455,6032,165.24,-41299.5,Update of Guarantee Principal and Approval Balance,GUARANTY LOANS BKS SHARE
1145,2011-04-30,455,6032,148.08,-41151.4,Update of Guarantee Principal and Approval Balance,GUARANTY LOANS BKS SHARE
1146,2011-05-31,455,6032,148.65,-41002.8,Update of Guarantee Principal and Approval Balance,GUARANTY LOANS BKS SHARE
1147,2011-06-30,455,6032,155.21,-40847.5,Update of Guarantee Principal and Approval Balance,GUARANTY LOANS BKS SHARE
1148,2011-07-31,455,6032,155.88,-40691.7,Update of Guarantee Principal and Approval Balance,GUARANTY LOANS BKS SHARE
1149,2011-08-31,455,6032,150.69,-40541.0,Update of Guarantee Principal and Approval Balance,GUARANTY LOANS BKS SHARE
1150,2011-09-30,455,6032,151.37,-40389.6,Update of Guarantee Principal and Approval Balance,GUARANTY LOANS BKS SHARE
1151,2011-10-31,455,6032,146.24,-40243.4,Update of Guarantee Principal and Approval Balance,GUARANTY LOANS BKS SHARE
1152,2011-11-30,455,6032,164.37,-40079.0,Update of Guarantee Principal and Approval Balance,GUARANTY LOANS BKS SHARE
1153,2011-12-31,455,6032,159.29,-39919.7,Update of Guarantee Principal and Approval Balance,GUARANTY LOANS BKS SHARE
1154,2012-01-31,455,6032,142.76,-39776.9,Update of Guarantee Principal and Approval Balance,GUARANTY LOANS BKS SHARE
1155,2012-02-29,455,6032,166.31,-39610.6,Update of Guarantee Principal and Approval Balance,GUARANTY LOANS BKS SHARE
1156,2012-03-31,455,6032,167.01,-39443.6,Update of Guarantee Principal and Approval Balance,GUARANTY LOANS BKS SHARE
1157,2012-04-30,455,6032,150.69,-39292.9,Update of Guarantee Principal and Approval Balance,GUARANTY LOANS BKS SHARE
1158,2012-05-31,455,6032,168.28,-39124.6,Update of Guarantee Principal and Approval Balance,GUARANTY LOANS BKS SHARE
1159,2012-06-30,455,6032,157.73,-38966.9,Update of Guarantee Principal and Approval Balance,GUARANTY LOANS BKS SHARE
1160,2012-07-31,455,6032,158.43,-38808.5,Update of Guarantee Principal and Approval Balance,GUARANTY LOANS BKS SHARE
1161,2012-08-31,455,6032,164.72,-38643.8,Update of Guarantee Principal and Approval Balance,GUARANTY LOANS BKS SHARE
1162,2012-09-30,455,6032,143.2,-38500.6,Update of Guarantee Principal and Approval Balance,GUARANTY LOANS BKS SHARE
1163,2012-10-31,455,6032,182.67,-38317.9,Update of Guarantee Principal and Approval Balance,GUARANTY LOANS BKS SHARE
1164,2012-11-30,455,6032,161.28,-38156.6,Update of Guarantee Principal and Approval Balance,GUARANTY LOANS BKS SHARE
1165,2012-12-31,455,6032,156.51,-38000.1,Update of Guarantee Principal and Approval Balance,GUARANTY LOANS BKS SHARE
1166,2013-01-31,455,6032,168.16,-37831.9,Update of Guarantee Principal and Approval Balance,GUARANTY LOANS BKS SHARE
1167,2013-02-28,455,6032,168.93,-37663.0,Update of Guarantee Principal and Approval Balance,GUARANTY LOANS BKS SHARE
1168,2013-03-31,455,6032,180.5,-37482.5,Update of Guarantee Principal and Approval Balance,GUARANTY LOANS BKS SHARE
1169,2013-04-30,455,6032,165.05,-37317.5,Update of Guarantee Principal and Approval Balance,GUARANTY LOANS BKS SHARE
1170,2013-05-31,455,6032,171.11,-37146.4,Update of Guarantee Principal and Approval Balance,GUARANTY LOANS BKS SHARE
1171,2013-06-30,455,6032,155.82,-36990.5,Update of Guarantee Principal and Approval Balance,GUARANTY LOANS BKS SHARE
1172,2013-07-31,455,6032,183.16,-36807.4,Update of Guarantee Principal and Approval Balance,GUARANTY LOANS BKS SHARE
1173,2013-08-31,455,6032,168.01,-36639.4,Update of Guarantee Principal and Approval Balance,GUARANTY LOANS BKS SHARE
1174,2013-09-30,455,6032,158.23,-36481.1,Update of Guarantee Principal and Approval Balance,GUARANTY LOANS BKS SHARE
1175,2013-10-31,455,6032,185.21,-36295.9,Update of Guarantee Principal and Approval Balance,GUARANTY LOANS BKS SHARE
1176,2013-11-30,455,6032,170.29,-36125.6,Update of Guarantee Principal and Approval Balance,GUARANTY LOANS BKS SHARE
1177,2013-12-31,455,6032,171.06,-35954.6,Update of Guarantee Principal and Approval Balance,GUARANTY LOANS BKS SHARE
1178,2014-01-31,455,6032,171.82,-35782.8,Update of Guarantee Principal and Approval Balance,GUARANTY LOANS BKS SHARE
1179,2014-02-28,455,6032,167.48,-35615.3,Update of Guarantee Principal and Approval Balance,GUARANTY LOANS BKS SHARE
1180,2014-03-31,455,6032,188.75,-35426.5,Update of Guarantee Principal and Approval Balance,GUARANTY LOANS BKS SHARE
1181,2014-04-30,455,6032,184.41,-35242.1,Update of Guarantee Principal and Approval Balance,GUARANTY LOANS BKS SHARE
1182,2014-05-31,455,6032,180.07,-35062.1,Update of Guarantee Principal and Approval Balance,GUARANTY LOANS BKS SHARE
1183,2014-06-30,455,6032,170.76,-34891.3,Update of Guarantee Principal and Approval Balance,GUARANTY LOANS BKS SHARE
1184,2014-07-31,455,6032,186.59,-34704.7,Update of Guarantee Principal and Approval Balance,GUARANTY LOANS BKS SHARE
1185,2014-08-31,455,6032,177.4,-34527.3,Update of Guarantee Principal and Approval Balance,GUARANTY LOANS BKS SHARE
1186,2014-09-30,455,6032,173.21,-34354.1,Update of Guarantee Principal and Approval Balance,GUARANTY LOANS BKS SHARE
1187,2014-10-31,455,6032,188.84,-34165.2,Update of Guarantee Principal and Approval Balance,GUARANTY LOANS BKS SHARE
1188,2014-11-30,455,6032,169.97,-33995.3,Update of Guarantee Principal and Approval Balance,GUARANTY LOANS BKS SHARE
1189,2014-12-31,455,6032,195.23,-33800.1,Update of Guarantee Principal and Approval Balance,GUARANTY LOANS BKS SHARE
1190,2015-01-31,455,6032,176.56,-33623.5,Update of Guarantee Principal and Approval Balance,GUARANTY LOANS BKS SHARE
1191,2015-02-28,455,6032,182.27,-33441.2,Update of Guarantee Principal and Approval Balance,GUARANTY LOANS BKS SHARE
1192,2015-03-31,455,6032,197.5,-33243.7,Update of Guarantee Principal and Approval Balance,GUARANTY LOANS BKS SHARE
1193,2015-04-30,455,6032,188.74,-33055.0,Update of Guarantee Principal and Approval Balance,GUARANTY LOANS BKS SHARE
1194,2015-05-31,455,6032,189.45,-32865.5,Update of Guarantee Principal and Approval Balance,GUARANTY LOANS BKS SHARE
1195,2015-06-30,455,6032,185.6,-32679.9,Update of Guarantee Principal and Approval Balance,GUARANTY LOANS BKS SHARE
1196,2015-07-31,455,6032,153.52,-32526.4,Update of Guarantee Principal and Approval Balance,GUARANTY LOANS BKS SHARE
1197,2015-08-31,455,6032,215.17,-32311.2,Update of Guarantee Principal and Approval Balance,GUARANTY LOANS BKS SHARE
1198,2015-09-30,455,6032,395.55,-31915.7,Update of Guarantee Principal and Approval Balance,GUARANTY LOANS BKS SHARE
1199,2015-10-31,455,6032,263.28,-31652.4,Update of Guarantee Principal and Approval Balance,GUARANTY LOANS BKS SHARE
1200,2015-12-31,455,6032,114.7,-31537.7,Update of Guarantee Principal and Approval Balance,GUARANTY LOANS BKS SHARE
1201,2016-01-31,455,6032,173.81,-31363.9,Update of Guarantee Principal and Approval Balance,GUARANTY LOANS BKS SHARE
1202,2016-02-29,455,6032,203.91,-31160.0,Update of Guarantee Principal and Approval Balance,GUARANTY LOANS BKS SHARE
1203,2016-03-31,455,6032,200.08,-30959.9,Update of Guarantee Principal and Approval Balance,GUARANTY LOANS BKS SHARE
1204,2016-04-30,455,6032,191.62,-30768.3,Update of Guarantee Principal and Approval Balance,GUARANTY LOANS BKS SHARE
1205,2016-05-31,455,6032,192.35,-30575.9,Update of Guarantee Principal and Approval Balance,GUARANTY LOANS BKS SHARE
1206,2016-06-30,455,6032,197.87,-30378.1,Update of Guarantee Principal and Approval Balance,GUARANTY LOANS BKS SHARE
1207,2016-08-31,455,6032,393.86,-29984.2,Update of Guarantee Principal and Approval Balance,GUARANTY LOANS BKS SHARE
1208,2016-09-30,455,6032,196.02,-29788.2,Update of Guarantee Principal and Approval Balance,GUARANTY LOANS BKS SHARE
1209,2016-10-31,455,6032,201.43,-29586.8,Update of Guarantee Principal and Approval Balance,GUARANTY LOANS BKS SHARE
1210,2016-11-30,455,6032,197.91,-29388.8,Update of Guarantee Principal and Approval Balance,GUARANTY LOANS BKS SHARE
1211,2016-12-31,455,6032,203.23,-29185.6,Update of Guarantee Principal and Approval Balance,GUARANTY LOANS BKS SHARE
1212,2017-01-31,455,6032,199.75,-28985.9,Update of Guarantee Principal and Approval Balance,GUARANTY LOANS BKS SHARE
1213,2017-02-28,455,6032,198.09,-28787.8,Update of Guarantee Principal and Approval Balance,GUARANTY LOANS BKS SHARE
1214,2017-03-31,455,6032,212.66,-28575.1,Update of Guarantee Principal and Approval Balance,GUARANTY LOANS BKS SHARE
1215,2017-04-30,455,6032,190.7,-28384.4,Update of Guarantee Principal and Approval Balance,GUARANTY LOANS BKS SHARE
1216,2017-05-31,455,6032,214.95,-28169.5,Update of Guarantee Principal and Approval Balance,GUARANTY LOANS BKS SHARE
1217,2017-06-30,455,6032,202.04,-27967.4,Update of Guarantee Principal and Approval Balance,GUARANTY LOANS BKS SHARE
1218,2017-07-31,455,6032,198.1,-27769.3,Update of Guarantee Principal and Approval Balance,GUARANTY LOANS BKS SHARE
1219,2017-08-31,455,6032,208.58,-27560.8,Update of Guarantee Principal and Approval Balance,GUARANTY LOANS BKS SHARE
1220,2017-09-30,455,6032,200.18,-27360.6,Update of Guarantee Principal and Approval Balance,GUARANTY LOANS BKS SHARE
1221,2017-10-31,455,6032,201.24,-27159.3,Update of Guarantee Principal and Approval Balance,GUARANTY LOANS BKS SHARE
1222,2017-11-30,455,6032,206.97,-26952.4,Update of Guarantee Principal and Approval Balance,GUARANTY LOANS BKS SHARE
1223,2017-12-31,455,6032,208.02,-26744.3,Update of Guarantee Principal and Approval Balance,GUARANTY LOANS BKS SHARE
1224,2018-01-31,455,6032,199.76,-26544.6,Update of Guarantee Principal and Approval Balance,GUARANTY LOANS BKS SHARE
1225,2018-02-28,455,6032,207.94,-26336.6,Update of Guarantee Principal and Approval Balance,GUARANTY LOANS BKS SHARE
1226,2018-03-31,455,6032,218.43,-26118.2,Update of Guarantee Principal and Approval Balance,GUARANTY LOANS BKS SHARE
1227,2018-04-30,455,6032,200.73,-25917.5,Update of Guarantee Principal and Approval Balance,GUARANTY LOANS BKS SHARE
1228,2018-05-31,455,6032,213.95,-25703.5,Update of Guarantee Principal and Approval Balance,GUARANTY LOANS BKS SHARE
1229,2018-06-30,455,6032,205.6,-25497.9,Update of Guarantee Principal and Approval Balance,GUARANTY LOANS BKS SHARE
1230,2018-07-31,455,6032,206.6,-25291.3,Update of Guarantee Principal and Approval Balance,GUARANTY LOANS BKS SHARE
1231,2018-08-31,455,6032,210.56,-25080.8,Update of Guarantee Principal and Approval Balance,GUARANTY LOANS BKS SHARE
1232,2018-09-30,455,6032,192.53,-24888.2,Update of Guarantee Principal and Approval Balance,GUARANTY LOANS BKS SHARE
1233,2018-10-31,455,6032,227.2,-24661.0,Update of Guarantee Principal and Approval Balance,GUARANTY LOANS BKS SHARE
1234,2018-11-30,455,6032,207.27,-24453.8,Update of Guarantee Principal and Approval Balance,GUARANTY LOANS BKS SHARE
1235,2018-12-31,455,6032,203.69,-24250.1,Update of Guarantee Principal and Approval Balance,GUARANTY LOANS BKS SHARE
1236,2019-01-31,455,6032,214.45,-24035.6,Update of Guarantee Principal and Approval Balance,GUARANTY LOANS BKS SHARE
1237,2019-02-28,455,6032,75.64,-23960.0,Update of Guarantee Principal and Approval Balance,GUARANTY LOANS BKS SHARE
1238,2019-03-31,455,6032,332.55,-23627.4,Update of Guarantee Principal and Approval Balance,GUARANTY LOANS BKS SHARE
1239,2019-04-30,455,6032,240.72,-23386.7,Update of Guarantee Principal and Approval Balance,GUARANTY LOANS BKS SHARE
1240,2019-05-31,455,6032,217.92,-23168.8,Update of Guarantee Principal and Approval Balance,GUARANTY LOANS BKS SHARE
1241,2019-06-30,455,6032,204.99,-22963.8,Update of Guarantee Principal and Approval Balance,GUARANTY LOANS BKS SHARE
1242,2019-07-31,455,6032,229.98,-22733.8,Update of Guarantee Principal and Approval Balance,GUARANTY LOANS BKS SHARE
1243,2019-08-31,455,6032,217.28,-22516.6,Update of Guarantee Principal and Approval Balance,GUARANTY LOANS BKS SHARE
1244,2019-09-30,455,6032,209.41,-22307.1,Update of Guarantee Principal and Approval Balance,GUARANTY LOANS BKS SHARE
1245,2019-10-31,455,6032,233.75,-22073.4,Update of Guarantee Principal and Approval Balance,GUARANTY LOANS BKS SHARE
1246,2019-11-30,455,6032,225.53,-21847.9,Update of Guarantee Principal and Approval Balance,GUARANTY LOANS BKS SHARE
1247,2019-12-31,455,6032,226.86,-21621.0,Update of Guarantee Principal and Approval Balance,GUARANTY LOANS BKS SHARE
1248,2020-01-31,455,6032,228.36,-21392.6,Update of Guarantee Principal and Approval Balance,GUARANTY LOANS BKS SHARE
1249,2020-02-29,455,6032,227.58,-21165.1,Update of Guarantee Principal and Approval Balance,GUARANTY LOANS BKS SHARE
1250,2020-03-31,455,6032,244.59,-20920.5,Update of Guarantee Principal and Approval Balance,GUARANTY LOANS BKS SHARE
1251,2020-04-30,455,6032,153.86,-20766.6,Update of Guarantee Principal and Approval Balance,GUARANTY LOANS BKS SHARE
1252,2020-05-31,455,6032,258.91,-20507.7,Update of Guarantee Principal and Approval Balance,GUARANTY LOANS BKS SHARE
1253,2020-06-30,455,6032,268.76,-20238.9,Update of Guarantee Principal and Approval Balance,GUARANTY LOANS BKS SHARE
1254,2020-07-31,455,6032,246.4,-19992.5,Update of Guarantee Principal and Approval Balance,GUARANTY LOANS BKS SHARE
1255,2020-08-31,455,6032,253.28,-19739.3,Update of Guarantee Principal and Approval Balance,GUARANTY LOANS BKS SHARE
1256,2020-09-30,455,6032,240.18,-19499.1,Update of Guarantee Principal and Approval Balance,GUARANTY LOANS BKS SHARE
1257,2020-10-31,455,6032,319.92,-19179.2,Update of Guarantee Principal and Approval Balance,GUARANTY LOANS BKS SHARE
1258,2020-11-30,455,6032,251.28,-18927.9,Update of Guarantee Principal and Approval Balance,GUARANTY LOANS BKS SHARE
1259,2020-12-31,455,6032,260.6,-18667.3,Update of Guarantee Principal and Approval Balance,GUARANTY LOANS BKS SHARE
1260,2021-01-31,455,6032,248.26,-18419.0,Update of Guarantee Principal and Approval Balance,GUARANTY LOANS BKS SHARE
1261,2021-02-28,455,6032,560.71,-17858.3,Update of Guarantee Principal and Approval Balance,GUARANTY LOANS BKS SHARE
1262,2021-03-31,455,6032,270.2,-17588.1,Update of Guarantee Principal and Approval Balance,GUARANTY LOANS BKS SHARE
1263,2021-04-30,455,6032,301.61,-17286.5,Update of Guarantee Principal and Approval Balance,GUARANTY LOANS BKS SHARE
1264,2021-05-31,455,6032,259.98,-17026.5,Update of Guarantee Principal and Approval Balance,GUARANTY LOANS BKS SHARE
1265,2021-06-30,455,6032,268.53,-16758.0,Update of Guarantee Principal and Approval Balance,GUARANTY LOANS BKS SHARE
1266,2021-07-31,455,6032,267.25,-16490.7,Update of Guarantee Principal and Approval Balance,GUARANTY LOANS BKS SHARE
1267,2001-03-31,455,7015,2604.0,0.0,Update of Guarantee Principal and Approval Balance,SUBSIDY VALUE - DISBURSEMENTS - FY-2100 CONTRA
1268,2001-03-31,455,7016,-2604.0,-2604.0,Update of Guarantee Principal and Approval Balance,SUBSIDY VALUE - DISBURSEMENTS - 1ST QTR FY-2100
