,EffectiveDt,TransacionCd,GeneralLedgerCd,TransactionAmt,TransactionBalanceAmt,DESCRIPTION_x,DESCRIPTION_y
0,2001-03-12,368,1010,4725.0,0.0,Guaranty Fixed Fee,CASH WITH TREASURY
1,2001-03-31,398,1010,2604.0,0.0,Treasury Borrowings on Cash Insufficiency,CASH WITH TREASURY
2,2001-03-31,298,1010,-2604.0,0.0,Payment of Subsidy Due Treasury,CASH WITH TREASURY
3,2001-05-18,360,1010,79.83,0.0,Annual Guaranty Fees Collection,CASH WITH TREASURY
4,2001-06-27,360,1010,38.84,0.0,Annual Guaranty Fees Collection,CASH WITH TREASURY
5,2001-07-10,360,1010,71.02,0.0,Annual Guaranty Fees Collection,CASH WITH TREASURY
6,2001-07-18,360,1010,22.1,0.0,Annual Guaranty Fees Collection,CASH WITH TREASURY
7,2001-08-09,360,1010,71.02,0.0,Annual Guaranty Fees Collection,CASH WITH TREASURY
8,2001-09-08,360,1010,126.97,0.0,Annual Guaranty Fees Collection,CASH WITH TREASURY
9,2001-09-08,360,1010,2.15,0.0,Annual Guaranty Fees Collection,CASH WITH TREASURY
10,2001-11-09,360,1010,70.85,0.0,Annual Guaranty Fees Collection,CASH WITH TREASURY
11,2001-11-15,360,1010,2.15,0.0,Annual Guaranty Fees Collection,CASH WITH TREASURY
12,2001-12-18,360,1010,77.29,0.0,Annual Guaranty Fees Collection,CASH WITH TREASURY
13,2002-01-23,360,1010,62.26,0.0,Annual Guaranty Fees Collection,CASH WITH TREASURY
14,2002-02-08,360,1010,72.88,0.0,Annual Guaranty Fees Collection,CASH WITH TREASURY
15,2002-02-15,360,1010,40.7,0.0,Annual Guaranty Fees Collection,CASH WITH TREASURY
16,2002-03-26,360,1010,17.73,0.0,Annual Guaranty Fees Collection,CASH WITH TREASURY
17,2002-04-09,360,1010,81.11,0.0,Annual Guaranty Fees Collection,CASH WITH TREASURY
18,2002-05-09,360,1010,68.3,0.0,Annual Guaranty Fees Collection,CASH WITH TREASURY
19,2002-05-15,360,1010,46.9,0.0,Annual Guaranty Fees Collection,CASH WITH TREASURY
20,2002-06-06,360,1010,63.76,0.0,Annual Guaranty Fees Collection,CASH WITH TREASURY
21,2002-09-04,360,1010,70.03,0.0,Annual Guaranty Fees Collection,CASH WITH TREASURY
22,2002-09-05,360,1010,61.48,0.0,Annual Guaranty Fees Collection,CASH WITH TREASURY
23,2002-09-07,360,1010,48.67,0.0,Annual Guaranty Fees Collection,CASH WITH TREASURY
24,2002-10-18,360,1010,80.19,0.0,Annual Guaranty Fees Collection,CASH WITH TREASURY
25,2002-10-29,360,1010,11.88,0.0,Annual Guaranty Fees Collection,CASH WITH TREASURY
26,2002-10-29,360,1010,11.82,0.0,Annual Guaranty Fees Collection,CASH WITH TREASURY
27,2002-12-27,360,1010,14.25,0.0,Annual Guaranty Fees Collection,CASH WITH TREASURY
28,2003-01-08,360,1010,67.52,0.0,Annual Guaranty Fees Collection,CASH WITH TREASURY
29,2003-01-09,360,1010,52.58,0.0,Annual Guaranty Fees Collection,CASH WITH TREASURY
30,2003-01-09,360,1010,59.01,0.0,Annual Guaranty Fees Collection,CASH WITH TREASURY
31,2003-02-27,360,1010,13.61,0.0,Annual Guaranty Fees Collection,CASH WITH TREASURY
32,2003-02-27,360,1010,13.53,0.0,Annual Guaranty Fees Collection,CASH WITH TREASURY
33,2003-03-25,360,1010,16.78,0.0,Annual Guaranty Fees Collection,CASH WITH TREASURY
34,2003-03-26,360,1010,121.67,0.0,Annual Guaranty Fees Collection,CASH WITH TREASURY
35,2003-04-24,360,1010,64.89,0.0,Annual Guaranty Fees Collection,CASH WITH TREASURY
36,2003-05-28,360,1010,15.63,0.0,Annual Guaranty Fees Collection,CASH WITH TREASURY
37,2003-06-03,360,1010,62.7,0.0,Annual Guaranty Fees Collection,CASH WITH TREASURY
38,2003-06-26,360,1010,12.31,0.0,Annual Guaranty Fees Collection,CASH WITH TREASURY
39,2003-07-11,360,1010,70.94,0.0,Annual Guaranty Fees Collection,CASH WITH TREASURY
40,2003-07-15,360,1010,41.68,0.0,Annual Guaranty Fees Collection,CASH WITH TREASURY
41,2003-07-23,360,1010,14.13,0.0,Annual Guaranty Fees Collection,CASH WITH TREASURY
42,2003-08-08,360,1010,72.69,0.0,Annual Guaranty Fees Collection,CASH WITH TREASURY
43,2003-09-09,360,1010,66.39,0.0,Annual Guaranty Fees Collection,CASH WITH TREASURY
44,2003-11-11,360,1010,68.35,0.0,Annual Guaranty Fees Collection,CASH WITH TREASURY
45,2003-11-15,360,1010,53.77,0.0,Annual Guaranty Fees Collection,CASH WITH TREASURY
46,2004-01-09,360,1010,76.32,0.0,Annual Guaranty Fees Collection,CASH WITH TREASURY
47,2004-01-15,360,1010,57.71,0.0,Annual Guaranty Fees Collection,CASH WITH TREASURY
48,2004-03-09,360,1010,84.3,0.0,Annual Guaranty Fees Collection,CASH WITH TREASURY
49,2004-04-09,360,1010,41.12,0.0,Annual Guaranty Fees Collection,CASH WITH TREASURY
50,2004-05-11,360,1010,63.51,0.0,Annual Guaranty Fees Collection,CASH WITH TREASURY
51,2004-06-10,360,1010,65.45,0.0,Annual Guaranty Fees Collection,CASH WITH TREASURY
52,2004-06-15,360,1010,44.92,0.0,Annual Guaranty Fees Collection,CASH WITH TREASURY
53,2004-08-07,360,1010,75.31,0.0,Annual Guaranty Fees Collection,CASH WITH TREASURY
54,2004-08-15,360,1010,8.14,0.0,Annual Guaranty Fees Collection,CASH WITH TREASURY
55,2004-09-10,360,1010,56.99,0.0,Annual Guaranty Fees Collection,CASH WITH TREASURY
56,2004-09-15,360,1010,56.85,0.0,Annual Guaranty Fees Collection,CASH WITH TREASURY
57,2004-11-09,360,1010,72.93,0.0,Annual Guaranty Fees Collection,CASH WITH TREASURY
58,2004-12-08,360,1010,54.65,0.0,Annual Guaranty Fees Collection,CASH WITH TREASURY
59,2005-01-08,360,1010,60.57,0.0,Annual Guaranty Fees Collection,CASH WITH TREASURY
60,2005-01-15,360,1010,58.44,0.0,Annual Guaranty Fees Collection,CASH WITH TREASURY
61,2005-02-09,360,1010,56.31,0.0,Annual Guaranty Fees Collection,CASH WITH TREASURY
62,2005-03-09,360,1010,64.21,0.0,Annual Guaranty Fees Collection,CASH WITH TREASURY
63,2005-04-09,360,1010,58.11,0.0,Annual Guaranty Fees Collection,CASH WITH TREASURY
64,2005-05-07,360,1010,58.0,0.0,Annual Guaranty Fees Collection,CASH WITH TREASURY
65,2005-06-09,360,1010,55.89,0.0,Annual Guaranty Fees Collection,CASH WITH TREASURY
66,2005-07-12,360,1010,51.78,0.0,Annual Guaranty Fees Collection,CASH WITH TREASURY
67,2005-08-09,360,1010,21.85,0.0,Annual Guaranty Fees Collection,CASH WITH TREASURY
68,2005-08-15,360,1010,51.65,0.0,Annual Guaranty Fees Collection,CASH WITH TREASURY
69,2005-10-07,360,1010,71.52,0.0,Annual Guaranty Fees Collection,CASH WITH TREASURY
70,2005-10-15,360,1010,53.61,0.0,Annual Guaranty Fees Collection,CASH WITH TREASURY
71,2005-11-05,360,1010,53.42,0.0,Annual Guaranty Fees Collection,CASH WITH TREASURY
72,2005-12-08,360,1010,57.24,0.0,Annual Guaranty Fees Collection,CASH WITH TREASURY
73,2006-01-07,360,1010,66.99,0.0,Annual Guaranty Fees Collection,CASH WITH TREASURY
74,2006-02-09,360,1010,57.1,0.0,Annual Guaranty Fees Collection,CASH WITH TREASURY
75,2006-03-09,360,1010,56.99,0.0,Annual Guaranty Fees Collection,CASH WITH TREASURY
76,2006-04-07,360,1010,62.78,0.0,Annual Guaranty Fees Collection,CASH WITH TREASURY
77,2006-05-06,360,1010,48.99,0.0,Annual Guaranty Fees Collection,CASH WITH TREASURY
78,2006-06-07,360,1010,64.48,0.0,Annual Guaranty Fees Collection,CASH WITH TREASURY
79,2006-07-08,360,1010,64.43,0.0,Annual Guaranty Fees Collection,CASH WITH TREASURY
80,2006-09-09,360,1010,9.76,0.0,Annual Guaranty Fees Collection,CASH WITH TREASURY
81,2006-09-09,360,1010,103.41,0.0,Annual Guaranty Fees Collection,CASH WITH TREASURY
82,2006-10-07,360,1010,68.05,0.0,Annual Guaranty Fees Collection,CASH WITH TREASURY
83,2006-11-08,360,1010,58.33,0.0,Annual Guaranty Fees Collection,CASH WITH TREASURY
84,2006-12-06,360,1010,62.12,0.0,Annual Guaranty Fees Collection,CASH WITH TREASURY
85,2007-01-09,360,1010,54.3,0.0,Annual Guaranty Fees Collection,CASH WITH TREASURY
86,2007-02-08,360,1010,56.12,0.0,Annual Guaranty Fees Collection,CASH WITH TREASURY
87,2007-03-07,360,1010,63.75,0.0,Annual Guaranty Fees Collection,CASH WITH TREASURY
88,2007-04-07,360,1010,54.05,0.0,Annual Guaranty Fees Collection,CASH WITH TREASURY
89,2007-05-10,360,1010,53.93,0.0,Annual Guaranty Fees Collection,CASH WITH TREASURY
90,2007-07-11,360,1010,124.93,0.0,Annual Guaranty Fees Collection,CASH WITH TREASURY
91,2007-08-09,360,1010,55.64,0.0,Annual Guaranty Fees Collection,CASH WITH TREASURY
92,2007-10-10,360,1010,118.72,0.0,Annual Guaranty Fees Collection,CASH WITH TREASURY
93,2007-11-08,360,1010,55.38,0.0,Annual Guaranty Fees Collection,CASH WITH TREASURY
94,2007-12-07,360,1010,68.61,0.0,Annual Guaranty Fees Collection,CASH WITH TREASURY
95,2008-01-09,360,1010,53.36,0.0,Annual Guaranty Fees Collection,CASH WITH TREASURY
96,2008-02-07,360,1010,58.94,0.0,Annual Guaranty Fees Collection,CASH WITH TREASURY
97,2008-04-09,360,1010,70.23,0.0,Annual Guaranty Fees Collection,CASH WITH TREASURY
98,2008-04-15,360,1010,39.86,0.0,Annual Guaranty Fees Collection,CASH WITH TREASURY
99,2008-05-09,360,1010,62.37,0.0,Annual Guaranty Fees Collection,CASH WITH TREASURY
100,2008-07-11,360,1010,66.05,0.0,Annual Guaranty Fees Collection,CASH WITH TREASURY
101,2008-07-15,360,1010,43.35,0.0,Annual Guaranty Fees Collection,CASH WITH TREASURY
102,2008-08-08,360,1010,61.96,0.0,Annual Guaranty Fees Collection,CASH WITH TREASURY
103,2008-10-09,360,1010,67.46,0.0,Annual Guaranty Fees Collection,CASH WITH TREASURY
104,2008-10-15,360,1010,37.43,0.0,Annual Guaranty Fees Collection,CASH WITH TREASURY
105,2008-11-11,360,1010,68.93,0.0,Annual Guaranty Fees Collection,CASH WITH TREASURY
106,2008-12-09,360,1010,48.38,0.0,Annual Guaranty Fees Collection,CASH WITH TREASURY
107,2009-02-07,360,1010,72.33,0.0,Annual Guaranty Fees Collection,CASH WITH TREASURY
108,2009-02-15,360,1010,44.47,0.0,Annual Guaranty Fees Collection,CASH WITH TREASURY
109,2009-04-09,360,1010,108.88,0.0,Annual Guaranty Fees Collection,CASH WITH TREASURY
110,2009-06-11,360,1010,84.35,0.0,Annual Guaranty Fees Collection,CASH WITH TREASURY
111,2009-07-09,360,1010,54.96,0.0,Annual Guaranty Fees Collection,CASH WITH TREASURY
112,2009-08-11,360,1010,54.78,0.0,Annual Guaranty Fees Collection,CASH WITH TREASURY
113,2009-09-10,360,1010,56.42,0.0,Annual Guaranty Fees Collection,CASH WITH TREASURY
114,2009-10-09,360,1010,56.25,0.0,Annual Guaranty Fees Collection,CASH WITH TREASURY
115,2009-11-06,360,1010,59.69,0.0,Annual Guaranty Fees Collection,CASH WITH TREASURY
116,2009-12-05,360,1010,50.5,0.0,Annual Guaranty Fees Collection,CASH WITH TREASURY
117,2010-01-08,360,1010,53.91,0.0,Annual Guaranty Fees Collection,CASH WITH TREASURY
118,2010-02-05,360,1010,59.1,0.0,Annual Guaranty Fees Collection,CASH WITH TREASURY
119,2010-03-05,360,1010,51.79,0.0,Annual Guaranty Fees Collection,CASH WITH TREASURY
120,2010-04-07,360,1010,49.82,0.0,Annual Guaranty Fees Collection,CASH WITH TREASURY
121,2010-05-07,360,1010,58.5,0.0,Annual Guaranty Fees Collection,CASH WITH TREASURY
122,2010-06-05,360,1010,49.49,0.0,Annual Guaranty Fees Collection,CASH WITH TREASURY
123,2010-07-09,360,1010,54.59,0.0,Annual Guaranty Fees Collection,CASH WITH TREASURY
124,2010-08-06,360,1010,56.16,0.0,Annual Guaranty Fees Collection,CASH WITH TREASURY
125,2010-09-03,360,1010,50.73,0.0,Annual Guaranty Fees Collection,CASH WITH TREASURY
126,2010-10-06,360,1010,54.02,0.0,Annual Guaranty Fees Collection,CASH WITH TREASURY
127,2010-11-05,360,1010,36.47,0.0,Annual Guaranty Fees Collection,CASH WITH TREASURY
128,2010-12-07,360,1010,53.57,0.0,Annual Guaranty Fees Collection,CASH WITH TREASURY
129,2011-01-06,360,1010,51.67,0.0,Annual Guaranty Fees Collection,CASH WITH TREASURY
130,2011-02-04,360,1010,56.63,0.0,Annual Guaranty Fees Collection,CASH WITH TREASURY
131,2011-03-03,360,1010,49.61,0.0,Annual Guaranty Fees Collection,CASH WITH TREASURY
132,2011-04-09,360,1010,47.71,0.0,Annual Guaranty Fees Collection,CASH WITH TREASURY
133,2011-05-04,360,1010,52.61,0.0,Annual Guaranty Fees Collection,CASH WITH TREASURY
134,2011-06-03,360,1010,52.43,0.0,Annual Guaranty Fees Collection,CASH WITH TREASURY
135,2011-07-06,360,1010,50.55,0.0,Annual Guaranty Fees Collection,CASH WITH TREASURY
136,2011-08-03,360,1010,50.36,0.0,Annual Guaranty Fees Collection,CASH WITH TREASURY
137,2011-09-08,360,1010,51.84,0.0,Annual Guaranty Fees Collection,CASH WITH TREASURY
138,2011-10-07,360,1010,51.65,0.0,Annual Guaranty Fees Collection,CASH WITH TREASURY
139,2011-11-03,360,1010,53.12,0.0,Annual Guaranty Fees Collection,CASH WITH TREASURY
140,2011-12-03,360,1010,47.96,0.0,Annual Guaranty Fees Collection,CASH WITH TREASURY
141,2012-01-05,360,1010,49.41,0.0,Annual Guaranty Fees Collection,CASH WITH TREASURY
142,2012-02-03,360,1010,54.14,0.0,Annual Guaranty Fees Collection,CASH WITH TREASURY
143,2012-03-06,360,1010,47.41,0.0,Annual Guaranty Fees Collection,CASH WITH TREASURY
144,2012-04-04,360,1010,47.21,0.0,Annual Guaranty Fees Collection,CASH WITH TREASURY
145,2012-05-04,360,1010,51.87,0.0,Annual Guaranty Fees Collection,CASH WITH TREASURY
146,2012-06-06,360,1010,46.83,0.0,Annual Guaranty Fees Collection,CASH WITH TREASURY
147,2012-07-04,360,1010,49.84,0.0,Annual Guaranty Fees Collection,CASH WITH TREASURY
148,2012-08-03,360,1010,49.64,0.0,Annual Guaranty Fees Collection,CASH WITH TREASURY
149,2012-09-06,360,1010,47.85,0.0,Annual Guaranty Fees Collection,CASH WITH TREASURY
150,2012-10-04,360,1010,54.0,0.0,Annual Guaranty Fees Collection,CASH WITH TREASURY
151,2012-11-06,360,1010,42.72,0.0,Annual Guaranty Fees Collection,CASH WITH TREASURY
152,2012-12-07,360,1010,48.82,0.0,Annual Guaranty Fees Collection,CASH WITH TREASURY
153,2013-01-05,360,1010,50.18,0.0,Annual Guaranty Fees Collection,CASH WITH TREASURY
154,2013-02-06,360,1010,46.85,0.0,Annual Guaranty Fees Collection,CASH WITH TREASURY
155,2013-03-06,360,1010,46.64,0.0,Annual Guaranty Fees Collection,CASH WITH TREASURY
156,2013-04-03,360,1010,43.34,0.0,Annual Guaranty Fees Collection,CASH WITH TREASURY
157,2013-05-03,360,1010,47.75,0.0,Annual Guaranty Fees Collection,CASH WITH TREASURY
158,2013-06-06,360,1010,46.01,0.0,Annual Guaranty Fees Collection,CASH WITH TREASURY
159,2013-07-03,360,1010,50.38,0.0,Annual Guaranty Fees Collection,CASH WITH TREASURY
160,2013-08-03,360,1010,42.56,0.0,Annual Guaranty Fees Collection,CASH WITH TREASURY
161,2013-09-06,360,1010,46.89,0.0,Annual Guaranty Fees Collection,CASH WITH TREASURY
162,2013-10-03,360,1010,49.69,0.0,Annual Guaranty Fees Collection,CASH WITH TREASURY
163,2013-11-07,360,1010,41.98,0.0,Annual Guaranty Fees Collection,CASH WITH TREASURY
164,2013-12-04,360,1010,46.24,0.0,Annual Guaranty Fees Collection,CASH WITH TREASURY
165,2014-01-08,360,1010,46.02,0.0,Annual Guaranty Fees Collection,CASH WITH TREASURY
166,2014-02-05,360,1010,45.81,0.0,Annual Guaranty Fees Collection,CASH WITH TREASURY
167,2014-03-06,360,1010,47.06,0.0,Annual Guaranty Fees Collection,CASH WITH TREASURY
168,2014-04-03,360,1010,40.98,0.0,Annual Guaranty Fees Collection,CASH WITH TREASURY
169,2014-05-08,360,1010,42.22,0.0,Annual Guaranty Fees Collection,CASH WITH TREASURY
170,2014-06-04,360,1010,43.45,0.0,Annual Guaranty Fees Collection,CASH WITH TREASURY
171,2014-07-04,360,1010,46.11,0.0,Annual Guaranty Fees Collection,CASH WITH TREASURY
172,2014-08-05,360,1010,41.58,0.0,Annual Guaranty Fees Collection,CASH WITH TREASURY
173,2014-09-05,360,1010,44.21,0.0,Annual Guaranty Fees Collection,CASH WITH TREASURY
174,2014-10-03,360,1010,45.41,0.0,Annual Guaranty Fees Collection,CASH WITH TREASURY
175,2014-11-06,360,1010,40.94,0.0,Annual Guaranty Fees Collection,CASH WITH TREASURY
176,2014-12-12,360,1010,46.33,0.0,Annual Guaranty Fees Collection,CASH WITH TREASURY
177,2015-01-14,360,1010,39.12,0.0,Annual Guaranty Fees Collection,CASH WITH TREASURY
178,2015-02-05,360,1010,44.45,0.0,Annual Guaranty Fees Collection,CASH WITH TREASURY
179,2015-03-04,360,1010,42.84,0.0,Annual Guaranty Fees Collection,CASH WITH TREASURY
180,2015-04-14,360,1010,38.48,0.0,Annual Guaranty Fees Collection,CASH WITH TREASURY
181,2015-05-14,360,1010,40.99,0.0,Annual Guaranty Fees Collection,CASH WITH TREASURY
182,2015-06-04,360,1010,40.75,0.0,Annual Guaranty Fees Collection,CASH WITH TREASURY
183,2015-07-14,360,1010,41.87,0.0,Annual Guaranty Fees Collection,CASH WITH TREASURY
184,2015-08-05,360,1010,51.03,0.0,Annual Guaranty Fees Collection,CASH WITH TREASURY
185,2015-09-14,360,1010,33.42,0.0,Annual Guaranty Fees Collection,CASH WITH TREASURY
186,2015-10-14,360,1010,38.51,0.0,Annual Guaranty Fees Collection,CASH WITH TREASURY
187,2015-10-15,360,1010,38.27,0.0,Annual Guaranty Fees Collection,CASH WITH TREASURY
188,2015-11-04,360,1010,19.67,0.0,Annual Guaranty Fees Collection,CASH WITH TREASURY
189,2016-01-14,360,1010,61.14,0.0,Annual Guaranty Fees Collection,CASH WITH TREASURY
190,2016-02-03,360,1010,44.07,0.0,Annual Guaranty Fees Collection,CASH WITH TREASURY
191,2016-03-14,360,1010,36.09,0.0,Annual Guaranty Fees Collection,CASH WITH TREASURY
192,2016-04-14,360,1010,37.14,0.0,Annual Guaranty Fees Collection,CASH WITH TREASURY
193,2016-05-04,360,1010,39.44,0.0,Annual Guaranty Fees Collection,CASH WITH TREASURY
194,2016-06-14,360,1010,39.2,0.0,Annual Guaranty Fees Collection,CASH WITH TREASURY
195,2016-07-15,360,1010,37.7,0.0,Annual Guaranty Fees Collection,CASH WITH TREASURY
196,2016-08-03,360,1010,37.45,0.0,Annual Guaranty Fees Collection,CASH WITH TREASURY
197,2016-09-14,360,1010,38.45,0.0,Annual Guaranty Fees Collection,CASH WITH TREASURY
198,2016-10-05,360,1010,38.2,0.0,Annual Guaranty Fees Collection,CASH WITH TREASURY
199,2016-11-14,360,1010,36.73,0.0,Annual Guaranty Fees Collection,CASH WITH TREASURY
200,2016-12-14,360,1010,37.69,0.0,Annual Guaranty Fees Collection,CASH WITH TREASURY
201,2017-01-10,360,1010,36.23,0.0,Annual Guaranty Fees Collection,CASH WITH TREASURY
202,2017-02-14,360,1010,37.18,0.0,Annual Guaranty Fees Collection,CASH WITH TREASURY
203,2017-03-14,360,1010,36.93,0.0,Annual Guaranty Fees Collection,CASH WITH TREASURY
204,2017-04-05,360,1010,33.13,0.0,Annual Guaranty Fees Collection,CASH WITH TREASURY
205,2017-05-03,360,1010,41.1,0.0,Annual Guaranty Fees Collection,CASH WITH TREASURY
206,2017-06-14,360,1010,32.66,0.0,Annual Guaranty Fees Collection,CASH WITH TREASURY
207,2017-07-07,360,1010,35.89,0.0,Annual Guaranty Fees Collection,CASH WITH TREASURY
208,2017-08-14,360,1010,36.78,0.0,Annual Guaranty Fees Collection,CASH WITH TREASURY
209,2017-09-14,360,1010,33.09,0.0,Annual Guaranty Fees Collection,CASH WITH TREASURY
210,2017-10-04,360,1010,35.11,0.0,Annual Guaranty Fees Collection,CASH WITH TREASURY
211,2017-11-14,360,1010,34.86,0.0,Annual Guaranty Fees Collection,CASH WITH TREASURY
212,2017-12-14,360,1010,33.48,0.0,Annual Guaranty Fees Collection,CASH WITH TREASURY
213,2018-01-04,360,1010,33.23,0.0,Annual Guaranty Fees Collection,CASH WITH TREASURY
214,2018-02-14,360,1010,35.17,0.0,Annual Guaranty Fees Collection,CASH WITH TREASURY
215,2018-03-14,360,1010,32.73,0.0,Annual Guaranty Fees Collection,CASH WITH TREASURY
216,2018-04-04,360,1010,30.31,0.0,Annual Guaranty Fees Collection,CASH WITH TREASURY
217,2018-05-14,360,1010,34.35,0.0,Annual Guaranty Fees Collection,CASH WITH TREASURY
218,2018-06-14,360,1010,30.89,0.0,Annual Guaranty Fees Collection,CASH WITH TREASURY
219,2018-07-16,360,1010,32.75,0.0,Annual Guaranty Fees Collection,CASH WITH TREASURY
220,2018-08-14,360,1010,32.48,0.0,Annual Guaranty Fees Collection,CASH WITH TREASURY
221,2018-09-06,360,1010,31.18,0.0,Annual Guaranty Fees Collection,CASH WITH TREASURY
222,2018-10-03,360,1010,35.04,0.0,Annual Guaranty Fees Collection,CASH WITH TREASURY
223,2018-11-14,360,1010,27.62,0.0,Annual Guaranty Fees Collection,CASH WITH TREASURY
224,2018-12-05,360,1010,31.42,0.0,Annual Guaranty Fees Collection,CASH WITH TREASURY
225,2019-01-14,360,1010,32.16,0.0,Annual Guaranty Fees Collection,CASH WITH TREASURY
226,2019-02-14,360,1010,28.9,0.0,Annual Guaranty Fees Collection,CASH WITH TREASURY
227,2019-03-06,360,1010,57.29,0.0,Annual Guaranty Fees Collection,CASH WITH TREASURY
228,2019-04-03,360,1010,5.91,0.0,Annual Guaranty Fees Collection,CASH WITH TREASURY
229,2019-05-14,360,1010,24.27,0.0,Annual Guaranty Fees Collection,CASH WITH TREASURY
230,2019-06-05,360,1010,28.83,0.0,Annual Guaranty Fees Collection,CASH WITH TREASURY
231,2019-07-03,360,1010,32.37,0.0,Annual Guaranty Fees Collection,CASH WITH TREASURY
232,2019-08-14,360,1010,26.42,0.0,Annual Guaranty Fees Collection,CASH WITH TREASURY
233,2019-09-05,360,1010,28.96,0.0,Annual Guaranty Fees Collection,CASH WITH TREASURY
234,2019-10-15,360,1010,30.54,0.0,Annual Guaranty Fees Collection,CASH WITH TREASURY
235,2019-11-14,360,1010,25.67,0.0,Annual Guaranty Fees Collection,CASH WITH TREASURY
236,2019-12-16,360,1010,28.12,0.0,Annual Guaranty Fees Collection,CASH WITH TREASURY
237,2020-01-14,360,1010,27.83,0.0,Annual Guaranty Fees Collection,CASH WITH TREASURY
238,2020-02-05,360,1010,27.54,0.0,Annual Guaranty Fees Collection,CASH WITH TREASURY
239,2020-03-04,360,1010,28.13,0.0,Annual Guaranty Fees Collection,CASH WITH TREASURY
240,2020-04-14,360,1010,24.35,0.0,Annual Guaranty Fees Collection,CASH WITH TREASURY
241,2020-05-14,360,1010,52.44,0.0,Annual Guaranty Fees Collection,CASH WITH TREASURY
242,2020-06-12,360,1010,23.04,0.0,Annual Guaranty Fees Collection,CASH WITH TREASURY
243,2020-07-14,360,1010,20.23,0.0,Annual Guaranty Fees Collection,CASH WITH TREASURY
244,2020-08-05,360,1010,26.62,0.0,Annual Guaranty Fees Collection,CASH WITH TREASURY
245,2020-09-14,360,1010,24.65,0.0,Annual Guaranty Fees Collection,CASH WITH TREASURY
246,2020-10-14,360,1010,28.39,0.0,Annual Guaranty Fees Collection,CASH WITH TREASURY
247,2020-11-06,360,1010,5.61,0.0,Annual Guaranty Fees Collection,CASH WITH TREASURY
248,2020-12-14,360,1010,25.22,0.0,Annual Guaranty Fees Collection,CASH WITH TREASURY
249,2021-01-14,360,1010,22.56,0.0,Annual Guaranty Fees Collection,CASH WITH TREASURY
250,2021-02-04,360,1010,26.08,0.0,Annual Guaranty Fees Collection,CASH WITH TREASURY
251,2021-03-03,360,1010,21.19,0.0,Annual Guaranty Fees Collection,CASH WITH TREASURY
252,2021-03-15,360,1010,12.63,0.0,Annual Guaranty Fees Collection,CASH WITH TREASURY
253,2021-04-14,360,1010,19.82,0.0,Annual Guaranty Fees Collection,CASH WITH TREASURY
254,2021-05-05,360,1010,10.84,0.0,Annual Guaranty Fees Collection,CASH WITH TREASURY
255,2021-06-14,360,1010,22.73,0.0,Annual Guaranty Fees Collection,CASH WITH TREASURY
256,2021-07-14,360,1010,20.29,0.0,Annual Guaranty Fees Collection,CASH WITH TREASURY
257,2021-08-06,360,1010,20.66,0.0,Annual Guaranty Fees Collection,CASH WITH TREASURY
258,2020-04-29,275,1010,-1416.73,0.0,CARES – Debt Relief Payment to Lender,CASH WITH TREASURY
259,2020-05-26,275,1010,-1358.21,0.0,CARES – Debt Relief Payment to Lender,CASH WITH TREASURY
260,2020-06-19,275,1010,-1358.21,0.0,CARES – Debt Relief Payment to Lender,CASH WITH TREASURY
261,2020-07-22,275,1010,-1358.21,0.0,CARES – Debt Relief Payment to Lender,CASH WITH TREASURY
262,2020-08-20,275,1010,-1358.21,0.0,CARES – Debt Relief Payment to Lender,CASH WITH TREASURY
263,2020-09-24,275,1010,-1358.21,0.0,CARES – Debt Relief Payment to Lender,CASH WITH TREASURY
264,2021-02-18,275,1010,-1358.21,0.0,CARES – Debt Relief Payment to Lender,CASH WITH TREASURY
265,2021-03-17,275,1010,-1358.21,0.0,CARES – Debt Relief Payment to Lender,CASH WITH TREASURY
266,2001-03-12,368,1221,-4725.0,0.0,Guaranty Fixed Fee,GUARANTY FIXED FEES RECEIVABLE
267,2000-12-29,150,1221,4725.0,4725.0,Loan Approval,GUARANTY FIXED FEES RECEIVABLE
268,2001-03-31,398,1101,-2604.0,0.0,Treasury Borrowings on Cash Insufficiency,RCV-SUB-FROM PROGRAM FUND
269,2000-12-29,150,1101,2604.0,2604.0,Loan Approval,RCV-SUB-FROM PROGRAM FUND
270,2001-03-31,298,2005,2604.0,0.0,Payment of Subsidy Due Treasury,PAY-SUB-TO FINAN ACCT
271,2000-12-29,150,2005,-2604.0,-2604.0,Loan Approval,PAY-SUB-TO FINAN ACCT
272,2018-10-03,360,1220,-35.04,-4.33,Annual Guaranty Fees Collection,GUARANTY FEE RECEIVABLE - MONTHLY ONGOING
273,2018-11-14,360,1220,-27.62,-0.53,Annual Guaranty Fees Collection,GUARANTY FEE RECEIVABLE - MONTHLY ONGOING
274,2018-12-05,360,1220,-31.42,-1.8,Annual Guaranty Fees Collection,GUARANTY FEE RECEIVABLE - MONTHLY ONGOING
275,2019-12-16,360,1220,-28.12,0.0,Annual Guaranty Fees Collection,GUARANTY FEE RECEIVABLE - MONTHLY ONGOING
276,2020-01-14,360,1220,-27.83,0.0,Annual Guaranty Fees Collection,GUARANTY FEE RECEIVABLE - MONTHLY ONGOING
277,2020-02-05,360,1220,-27.54,0.0,Annual Guaranty Fees Collection,GUARANTY FEE RECEIVABLE - MONTHLY ONGOING
278,2020-03-04,360,1220,-28.13,0.0,Annual Guaranty Fees Collection,GUARANTY FEE RECEIVABLE - MONTHLY ONGOING
